Image_ID,Address,zs_dominant,yolo_dominant,yolo_status,comparable,dominant_agreement,l1_distance
1356 E BERKS ST,1356 E BERKS ST,Brick,Stucco,success,yes,no,0.508
1356 E COLUMBIA AVE,1356 E COLUMBIA AVE,Vinyl,Vinyl,success,yes,yes,0.333
1356 E SUSQUEHANNA AVE,1356 E SUSQUEHANNA AVE,Brick,Vinyl,success,yes,no,0.73
1356 MARLBOROUGH ST,1356 MARLBOROUGH ST,Brick,Decorative stone,success,yes,no,0.667
1356 N FRONT ST,1356 N FRONT ST,Stucco,Stucco,success,yes,yes,0.333
1356-58 E HEWSON ST,1356-58 E HEWSON ST,Brick,Brick,success,yes,yes,0.333
1356R-58 E HEWSON ST,1356R-58 E HEWSON ST,Brick,Brick,success,yes,yes,0.044
1357 E COLUMBIA AVE,1357 E COLUMBIA AVE,Brick,Stucco,success,yes,no,1.0
1357 E HEWSON ST,1357 E HEWSON ST,Brick,Decorative stone,success,yes,no,0.8
1357 E MONTGOMERY AVE,1357 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1357 E OXFORD ST,1357 E OXFORD ST,Brick,Brick,success,yes,yes,0.078
1357 E SUSQUEHANNA AVE,1357 E SUSQUEHANNA AVE,Brick,Stucco,success,yes,no,0.667
1358 CREASE ST,1358 CREASE ST,Brick,Brick,success,yes,yes,0.045
1358 E COLUMBIA AVE,1358 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.124
1358 E PALMER ST,1358 E PALMER ST,Brick,Stucco,success,yes,no,0.581
1358 E SUSQUEHANNA AVE,1358 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1358 MARLBOROUGH ST,1358 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1359 CREASE ST,1359 CREASE ST,Stucco,Stucco,success,yes,yes,0.0
1359 E HEWSON ST,1359 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1359 E MONTGOMERY AVE,1359 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1359 E OXFORD ST,1359 E OXFORD ST,Brick,Brick,success,yes,yes,0.078
1359 E PALMER ST,1359 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1359 E SUSQUEHANNA AVE,1359 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.5
1360 CREASE ST,1360 CREASE ST,Brick,Brick,success,yes,yes,0.005
1360 E COLUMBIA AVE,1360 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1360 E SUSQUEHANNA AVE,1360 E SUSQUEHANNA AVE,Metal,Brick,success,yes,no,1.0
1360 MARLBOROUGH ST,1360 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.0
1361 CREASE ST,1361 CREASE ST,Brick,Stucco,success,yes,no,0.5
1361 E HEWSON ST,1361 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1361 E MONTGOMERY AVE,1361 E MONTGOMERY AVE,Brick,Vinyl,success,yes,no,1.0
1361 E PALMER ST,1361 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1361 E SUSQUEHANNA AVE,1361 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1362 CREASE ST,1362 CREASE ST,Brick,Brick,success,yes,yes,0.023
1362 E COLUMBIA AVE,1362 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1362 MARLBOROUGH ST,1362 MARLBOROUGH ST,Brick,Unknown,no_materials_found,no,,
1363 CREASE ST,1363 CREASE ST,Vinyl,Vinyl,success,yes,yes,0.019
1363 E MONTGOMERY AVE,1363 E MONTGOMERY AVE,Unknown,Unknown,no_detections,no,,
1363 E PALMER ST,1363 E PALMER ST,Brick,Brick,success,yes,yes,0.25
1363 E SUSQUEHANNA AVE,1363 E SUSQUEHANNA AVE,Stucco,Brick,success,yes,no,0.512
1364 CREASE ST,1364 CREASE ST,Brick,Brick,success,yes,yes,0.003
1364 E COLUMBIA AVE,1364 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1365 CREASE ST,1365 CREASE ST,Vinyl,Vinyl,success,yes,yes,0.2285
1365 E MONTGOMERY AVE,1365 E MONTGOMERY AVE,Brick,Vinyl,success,yes,no,0.292
1365 E PALMER ST,1365 E PALMER ST,Brick,Brick,success,yes,yes,0.009
1366 E COLUMBIA AVE,1366 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1367 CREASE ST,1367 CREASE ST,Brick,Metal,success,yes,no,0.667
1369 CREASE ST,1369 CREASE ST,Brick,Brick,success,yes,yes,0.255
1371 CREASE ST,1371 CREASE ST,Brick,Brick,success,yes,yes,0.297
1373 CREASE ST,1373 CREASE ST,Brick,Metal,success,yes,no,1.0
1375 CREASE ST,1375 CREASE ST,Brick,Unknown,no_detections,no,,
1377 CREASE ST,1377 CREASE ST,Brick,Brick,success,yes,yes,0.333
139 E ALLEN ST,139 E ALLEN ST,Brick,Brick,success,yes,yes,0.333
14 E COLUMBIA AVE,14 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
14 W OXFORD ST,14 W OXFORD ST,Stucco,Brick,success,yes,no,0.667
14 W PALMER ST,14 W PALMER ST,Stucco,Stucco,success,yes,yes,0.0
14 W THOMPSON ST,14 W THOMPSON ST,Brick,Brick,success,yes,yes,0.333
1400 MARLBOROUGH ST,1400 MARLBOROUGH ST,Stucco,Stucco,success,yes,yes,0.0
1400-02 E MONTGOMERY AVE,1400-02 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1400-04 N FRONT ST,1400-04 N FRONT ST,Stucco,Brick,success,yes,no,1.0
1401 E COLUMBIA AVE,1401 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1401 E SUSQUEHANNA AVE,1401 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1401 E WILT ST,1401 E WILT ST,Brick,Brick,success,yes,yes,0.049
1401 MARLBOROUGH ST,1401 MARLBOROUGH ST,Stucco,Stucco,success,yes,yes,0.0
1401 N FRONT ST,1401 N FRONT ST,Brick,Brick,success,yes,yes,0.0
1401-31 N DELAWARE AVE,1401-31 N DELAWARE AVE,Unknown,Unknown,no_detections,no,,
1402 E SUSQUEHANNA AVE,1402 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1402 MARLBOROUGH ST,1402 MARLBOROUGH ST,Brick,Stucco,success,yes,no,1.0
1403 E COLUMBIA AVE,1403 E COLUMBIA AVE,Stucco,Brick,success,yes,no,1.0
1403 E WILT ST,1403 E WILT ST,Brick,Brick,success,yes,yes,0.25
1403 MARLBOROUGH ST,1403 MARLBOROUGH ST,Stucco,Stucco,success,yes,yes,0.0
1403 N FRONT ST,1403 N FRONT ST,Brick,Brick,success,yes,yes,0.0
1404 E SUSQUEHANNA AVE,1404 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1404 MARLBOROUGH ST,1404 MARLBOROUGH ST,Stucco,Stucco,success,yes,yes,0.0
1404 ORANGE ST,1404 ORANGE ST,Brick,Stucco,success,yes,no,0.5
1405 E COLUMBIA AVE,1405 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.5
1405 E WILT ST,1405 E WILT ST,Brick,Brick,success,yes,yes,0.0
1405 EMERICK ST,1405 EMERICK ST,Stucco,Stucco,success,yes,yes,0.0
1405 FRANKFORD AVE,1405 FRANKFORD AVE,Fibercement,Metal,success,yes,no,0.667
1405 MARLBOROUGH ST,1405 MARLBOROUGH ST,Stucco,Stucco,success,yes,yes,0.0
1405 N FRONT ST,1405 N FRONT ST,Brick,Brick,success,yes,yes,0.0
1406 E PALMER ST,1406 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1406 E SUSQUEHANNA AVE,1406 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1406 EMERICK ST,1406 EMERICK ST,Metal,Fibercement,success,yes,no,1.0
1406 ORANGE ST,1406 ORANGE ST,Brick,Stucco,success,yes,no,0.5
1406-18 N FRONT ST,1406-18 N FRONT ST,Stucco,Unknown,no_detections,no,,
1407 E COLUMBIA AVE,1407 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1407 E WILT ST,1407 E WILT ST,Brick,Brick,success,yes,yes,0.0
1407 EMERICK ST,1407 EMERICK ST,Stucco,Stucco,success,yes,yes,0.0
1407 MARLBOROUGH ST,1407 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1407 N FRONT ST,1407 N FRONT ST,Brick,Brick,success,yes,yes,0.0
1407-11 ORANGE ST,1407-11 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1408 E PALMER ST,1408 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1408 E SUSQUEHANNA AVE,1408 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1408 ORANGE ST,1408 ORANGE ST,Brick,Brick,success,yes,yes,0.333
1409 E COLUMBIA AVE,1409 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1409 E MONTGOMERY AVE,1409 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.25
1409 E WILT ST,1409 E WILT ST,Brick,Brick,success,yes,yes,0.0
1409 EMERICK ST,1409 EMERICK ST,Metal,Fibercement,success,yes,no,1.0
1409 MARLBOROUGH ST,1409 MARLBOROUGH ST,Brick,Aluminum Composite,success,yes,no,0.7425
141 E ALLEN ST,141 E ALLEN ST,Brick,Brick,success,yes,yes,0.333
1410 E COLUMBIA AVE,1410 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1410 E HEWSON ST,1410 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1410 E PALMER ST,1410 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1410 E SUSQUEHANNA AVE,1410 E SUSQUEHANNA AVE,Brick,Fibercement,success,yes,no,0.57
1410 ORANGE ST,1410 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1411 E BERKS ST,1411 E BERKS ST,Brick,Brick,success,yes,yes,0.333
1411 E COLUMBIA AVE,1411 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1411 E FLETCHER ST,1411 E FLETCHER ST,Vinyl,Brick,success,yes,no,0.667
1411 E MONTGOMERY AVE,1411 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1411 E WILT ST,1411 E WILT ST,Brick,Brick,success,yes,yes,0.333
1411 EMERICK ST,1411 EMERICK ST,Metal,Fibercement,success,yes,no,1.0
1412 E COLUMBIA AVE,1412 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1412 E HEWSON ST,1412 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1412 E PALMER ST,1412 E PALMER ST,Brick,Brick,success,yes,yes,0.054
1412 E SUSQUEHANNA AVE,1412 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.5
1412 EMERICK ST,1412 EMERICK ST,Metal,Brick,success,yes,no,0.268
1412 FRANKFORD AVE,1412 FRANKFORD AVE,Aluminum Composite,Fibercement,success,yes,no,1.0
1412 ORANGE ST,1412 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1413 E BERKS ST,1413 E BERKS ST,Brick,Brick,success,yes,yes,0.5
1413 E COLUMBIA AVE,1413 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1413 E MONTGOMERY AVE,1413 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1413 E WILT ST,1413 E WILT ST,Brick,Brick,success,yes,yes,0.333
1413 EMERICK ST,1413 EMERICK ST,Brick,Brick,success,yes,yes,0.144
1413 N FRONT ST,1413 N FRONT ST,Brick,Brick,success,yes,yes,0.25
1414 E COLUMBIA AVE,1414 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1414 E PALMER ST,1414 E PALMER ST,Brick,Brick,success,yes,yes,0.239
1414 E SUSQUEHANNA AVE,1414 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1414 FRANKFORD AVE,1414 FRANKFORD AVE,Metal,Fibercement,success,yes,no,1.0
1414 ORANGE ST,1414 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1415 E BERKS ST,1415 E BERKS ST,Brick,Brick,success,yes,yes,0.333
1415 E COLUMBIA AVE,1415 E COLUMBIA AVE,Brick,Stucco,success,yes,no,0.642
1415 E HEWSON ST,1415 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1415 E SUSQUEHANNA AVE,1415 E SUSQUEHANNA AVE,Brick,Decorative stone,success,yes,no,0.521
1415 E WILT ST,1415 E WILT ST,Brick,Brick,success,yes,yes,0.0
1415 EMERICK ST,1415 EMERICK ST,Metal,Brick,success,yes,no,0.268
1415 MARLBOROUGH ST,1415 MARLBOROUGH ST,Brick,Stucco,success,yes,no,0.514
1415 N FRONT ST,1415 N FRONT ST,Brick,Brick,success,yes,yes,0.333
1416 E COLUMBIA AVE,1416 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1416 E PALMER ST,1416 E PALMER ST,Brick,Brick,success,yes,yes,0.209
1416 E SUSQUEHANNA AVE,1416 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1416 ORANGE ST,1416 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1416-22 FRANKFORD AVE,1416-22 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.333
1417 E BERKS ST,1417 E BERKS ST,Brick,Brick,success,yes,yes,0.0
1417 E COLUMBIA AVE,1417 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.06
1417 E HEWSON ST,1417 E HEWSON ST,Brick,Stucco,success,yes,no,0.759
1417 E SUSQUEHANNA AVE,1417 E SUSQUEHANNA AVE,Brick,Decorative stone,success,yes,no,0.556
1417 E WILT ST,1417 E WILT ST,Brick,Brick,success,yes,yes,0.25
1417 EMERICK ST,1417 EMERICK ST,Stucco,Stucco,success,yes,yes,0.0
1417 MARLBOROUGH ST,1417 MARLBOROUGH ST,Brick,Unknown,no_materials_found,no,,
1418 E COLUMBIA AVE,1418 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1418 E PALMER ST,1418 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1418 E SUSQUEHANNA AVE,1418 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1418 ORANGE ST,1418 ORANGE ST,Brick,Brick,success,yes,yes,0.0
1419 E BERKS ST,1419 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.333
1419 E COLUMBIA AVE,1419 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1419 E HEWSON ST,1419 E HEWSON ST,Brick,Brick,success,yes,yes,0.333
1419 E MONTGOMERY AVE,1419 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1419 E SUSQUEHANNA AVE,1419 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.25
1419 E WILT ST,1419 E WILT ST,Brick,Brick,success,yes,yes,0.0
1419 MARLBOROUGH ST,1419 MARLBOROUGH ST,Brick,Fibercement,success,yes,no,1.0
1420 E COLUMBIA AVE,1420 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1420 E PALMER ST,1420 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1420 EMERICK ST,1420 EMERICK ST,Stucco,Brick,success,yes,no,1.0
1420 N FRONT ST,1420 N FRONT ST,Metal,Stucco,success,yes,no,1.0
1420-22 E OXFORD ST,1420-22 E OXFORD ST,Brick,Brick,success,yes,yes,0.17
1420-22 E SUSQUEHANNA AVE,1420-22 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1421 E BERKS ST,1421 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.0
1421 E HEWSON ST,1421 E HEWSON ST,Brick,Brick,success,yes,yes,0.0
1421 E MONTGOMERY AVE,1421 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1421 E OXFORD ST,1421 E OXFORD ST,Brick,Brick,success,yes,yes,0.17
1421 E SUSQUEHANNA AVE,1421 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1421 E WILT ST,1421 E WILT ST,Brick,Brick,success,yes,yes,0.0
1421 EMERICK ST,1421 EMERICK ST,Brick,Brick,success,yes,yes,0.27
1421 MARLBOROUGH ST,1421 MARLBOROUGH ST,Brick,Fibercement,success,yes,no,1.0
1422 E COLUMBIA AVE,1422 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1422 E PALMER ST,1422 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1422 EMERICK ST,1422 EMERICK ST,Stucco,Brick,success,yes,no,1.0
1422 N FRONT ST,1422 N FRONT ST,Metal,Unknown,no_materials_found,no,,
1423 E BERKS ST,1423 E BERKS ST,Vinyl,Vinyl,success,yes,yes,0.0
1423 E MONTGOMERY AVE,1423 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1423 E SUSQUEHANNA AVE,1423 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1423 E WILT ST,1423 E WILT ST,Brick,Brick,success,yes,yes,0.0
1423 EMERICK ST,1423 EMERICK ST,Brick,Brick,success,yes,yes,0.27
1423 MARLBOROUGH ST,1423 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1424 E COLUMBIA AVE,1424 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1424 E OXFORD ST,1424 E OXFORD ST,Brick,Brick,success,yes,yes,0.333
1424 E PALMER ST,1424 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1424 E SUSQUEHANNA AVE,1424 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1424 EMERICK ST,1424 EMERICK ST,Brick,Brick,success,yes,yes,0.27
1424-32 FRANKFORD AVE,1424-32 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.333
1425 E BERKS ST,1425 E BERKS ST,Decorative stone,Unknown,no_materials_found,no,,
1425 E COLUMBIA AVE,1425 E COLUMBIA AVE,Aluminum Composite,Fibercement,success,yes,no,0.6035
1425 E MONTGOMERY AVE,1425 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1425 E SUSQUEHANNA AVE,1425 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.0
1425 E WILT ST,1425 E WILT ST,Brick,Stucco,success,yes,no,0.508
1425 N FRONT ST,1425 N FRONT ST,Brick,Brick,success,yes,yes,0.5
1426 E OXFORD ST,1426 E OXFORD ST,Brick,Brick,success,yes,yes,0.25
1426 E PALMER ST,1426 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1426 E SUSQUEHANNA AVE,1426 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1426-28 E COLUMBIA AVE,1426-28 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1427 E COLUMBIA AVE,1427 E COLUMBIA AVE,Brick,Stucco,success,yes,no,1.0
1427 E MONTGOMERY AVE,1427 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1427 E OXFORD ST,1427 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.0
1427 E SUSQUEHANNA AVE,1427 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.25
1427 FRANKFORD AVE,1427 FRANKFORD AVE,Stucco,Decorative stone,success,yes,no,1.0
1427 MARLBOROUGH ST,1427 MARLBOROUGH ST,Brick,Brick,success,yes,yes,0.333
1427 N FRONT ST,1427 N FRONT ST,Brick,Stucco,success,yes,no,0.667
1428 E OXFORD ST,1428 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.0
1428 E PALMER ST,1428 E PALMER ST,Brick,Brick,success,yes,yes,0.0
1428 E SUSQUEHANNA AVE,1428 E SUSQUEHANNA AVE,Brick,Brick,success,yes,yes,0.333
1429 E COLUMBIA AVE,1429 E COLUMBIA AVE,Fibercement,Stucco,success,yes,no,1.0
1429 E MONTGOMERY AVE,1429 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.25
1429 E OXFORD ST,1429 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.0
1429 FRANKFORD AVE,1429 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.5
1429 MARLBOROUGH ST,1429 MARLBOROUGH ST,Brick,Decorative stone,success,yes,no,0.679
143 E ALLEN ST,143 E ALLEN ST,Brick,Stucco,success,yes,no,0.5
1430 E COLUMBIA AVE,1430 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1430 E OXFORD ST,1430 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1430 E PALMER ST,1430 E PALMER ST,Brick,Stucco,success,yes,no,1.0
1431 E COLUMBIA AVE,1431 E COLUMBIA AVE,Stucco,Stucco,success,yes,yes,0.333
1431 E MONTGOMERY AVE,1431 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1431 E OXFORD ST,1431 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1431-35 FRANKFORD AVE,1431-35 FRANKFORD AVE,Brick,Brick,success,yes,yes,0.5
1431-37 N FRONT ST,1431-37 N FRONT ST,Stucco,Unknown,no_materials_found,no,,
1432 E COLUMBIA AVE,1432 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1432 E PALMER ST,1432 E PALMER ST,Stucco,Brick,success,yes,no,0.501
1433 E COLUMBIA AVE,1433 E COLUMBIA AVE,Fibercement,Stucco,success,yes,no,0.9905
1433 E OXFORD ST,1433 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1434 E COLUMBIA AVE,1434 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1435 E OXFORD ST,1435 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1436 E COLUMBIA AVE,1436 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1437 E OXFORD ST,1437 E OXFORD ST,Brick,Stucco,success,yes,no,1.0
1438 E COLUMBIA AVE,1438 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1439 E COLUMBIA AVE,1439 E COLUMBIA AVE,Stucco,Stucco,success,yes,yes,0.0
1439 E OXFORD ST,1439 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.333
1440 E COLUMBIA AVE,1440 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1441 E COLUMBIA AVE,1441 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1441 E OXFORD ST,1441 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.333
1443 E COLUMBIA AVE,1443 E COLUMBIA AVE,Brick,Vinyl,success,yes,no,0.5
1443 E OXFORD ST,1443 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.333
1444 E WILT ST,1444 E WILT ST,Brick,Metal,success,yes,no,0.798
1444 FRANKFORD AVE,1444 FRANKFORD AVE,Brick,Fibercement,success,yes,no,0.667
1445 E COLUMBIA AVE,1445 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.113
1445 E MONTGOMERY AVE,1445 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1445 E OXFORD ST,1445 E OXFORD ST,Stucco,Stucco,success,yes,yes,0.333
1446 E COLUMBIA AVE,1446 E COLUMBIA AVE,Brick,Stucco,success,yes,no,0.667
1446 E WILT ST,1446 E WILT ST,Brick,Brick,success,yes,yes,0.072
1447 E COLUMBIA AVE,1447 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1447 E MONTGOMERY AVE,1447 E MONTGOMERY AVE,Unknown,Unknown,no_detections,no,,
1448 E COLUMBIA AVE,1448 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.0
1448 E WILT ST,1448 E WILT ST,Brick,Brick,success,yes,yes,0.0
1449 E COLUMBIA AVE,1449 E COLUMBIA AVE,Brick,Stucco,success,yes,no,0.667
1449 E MONTGOMERY AVE,1449 E MONTGOMERY AVE,Brick,Unknown,no_detections,no,,
1450 E COLUMBIA AVE,1450 E COLUMBIA AVE,Brick,Brick,success,yes,yes,0.333
1450 E WILT ST,1450 E WILT ST,Brick,Unknown,no_materials_found,no,,
1451-53 E COLUMBIA AVE,1451-53 E COLUMBIA AVE,Stucco,Stucco,success,yes,yes,0.026
1452 E WILT ST,1452 E WILT ST,Brick,Unknown,no_detections,no,,
1453 E MONTGOMERY AVE,1453 E MONTGOMERY AVE,Brick,Unknown,no_materials_found,no,,
1454 E COLUMBIA AVE,1454 E COLUMBIA AVE,Brick,Fibercement,success,yes,no,0.667
1454 E WILT ST,1454 E WILT ST,Brick,Stucco,success,yes,no,0.75
1455 E MONTGOMERY AVE,1455 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1456 E COLUMBIA AVE,1456 E COLUMBIA AVE,Brick,Stucco,success,yes,no,1.0
1456 E WILT ST,1456 E WILT ST,Brick,Brick,success,yes,yes,0.5
1457 E MONTGOMERY AVE,1457 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
1458 E COLUMBIA AVE,1458 E COLUMBIA AVE,Brick,Stucco,success,yes,no,1.0
1458 E WILT ST,1458 E WILT ST,Brick,Brick,success,yes,yes,0.004
1459 E MONTGOMERY AVE,1459 E MONTGOMERY AVE,Brick,Brick,success,yes,yes,0.0
146 MELVALE ST,146 MELVALE ST,Brick,Brick,success,yes,yes,0.333
1460 E WILT ST,1460 E WILT ST,Brick,Stucco,success,yes,no,0.667
1461 E MONTGOMERY AVE,1461 E MONTGOMERY AVE,Brick,Stucco,success,yes,no,0.667
1462 E WILT ST,1462 E WILT ST,Brick,Brick,success,yes,yes,0.333
1463 E MONTGOMERY AVE,1463 E MONTGOMERY AVE,Brick,Stucco,success,yes,no,0.667
1464 E WILT ST,1464 E WILT ST,Brick,Brick,success,yes,yes,0.25
1465 E MONTGOMERY AVE,1465 E MONTGOMERY AVE,Stucco,Stucco,success,yes,yes,0.0
1466 E WILT ST,1466 E WILT ST,Brick,Brick,success,yes,yes,0.0
1467 E MONTGOMERY AVE,1467 E MONTGOMERY AVE,Stucco,Stucco,success,yes,yes,0.0
1467 E WILT ST,1467 E WILT ST,Brick,Brick,success,yes,yes,0.0
1468 E WILT ST,1468 E WILT ST,Brick,Brick,success,yes,yes,0.0
1469 E WILT ST,1469 E WILT ST,Brick,Stucco,success,yes,no,0.48
147 E ALLEN ST,147 E ALLEN ST,Brick,Vinyl,success,yes,no,0.824
1470 E WILT ST,1470 E WILT ST,Brick,Brick,success,yes,yes,0.0
1471 E WILT ST,1471 E WILT ST,Brick,Brick,success,yes,yes,0.317
1472 E WILT ST,1472 E WILT ST,Brick,Brick,success,yes,yes,0.0
1473 E WILT ST,1473 E WILT ST,Brick,Brick,success,yes,yes,0.0
1474 E WILT ST,1474 E WILT ST,Brick,Brick,success,yes,yes,0.0
1475 E WILT ST,1475 E WILT ST,Brick,Decorative stone,success,yes,no,0.667
1476 E WILT ST,1476 E WILT ST,Brick,Brick,success,yes,yes,0.0
1477 E WILT ST,1477 E WILT ST,Brick,Vinyl,success,yes,no,0.317
1478 E WILT ST,1478 E WILT ST,Brick,Brick,success,yes,yes,0.0
1479 E WILT ST,1479 E WILT ST,Brick,Brick,success,yes,yes,0.333
148 MELVALE ST,148 MELVALE ST,Brick,Stucco,success,yes,no,0.515
1481 E WILT ST,1481 E WILT ST,Brick,Brick,success,yes,yes,0.0
1483 E WILT ST,1483 E WILT ST,Brick,Brick,success,yes,yes,0.0
1485 E WILT ST,1485 E WILT ST,Brick,Brick,success,yes,yes,0.125
1487 E WILT ST,1487 E WILT ST,Brick,Brick,success,yes,yes,0.0
1489 E WILT ST,1489 E WILT ST,Fibercement,Vinyl,success,yes,no,1.0
149 E ALLEN ST,149 E ALLEN ST,Brick,Brick,success,yes,yes,0.0
1491 E WILT ST,1491 E WILT ST,Fibercement,Vinyl,success,yes,no,1.0
